sale_date,product_name,category,quantity,price,total_amount,date_id,day,mounth,year,week
2025-10-09,Product_1,Electronics,6,53.46,320.76,2025-10-09,9,10,2025,41
2025-10-09,Product_2,Clothing,5,17.47,87.35,2025-10-09,9,10,2025,41
2025-10-09,Product_3,Electronics,5,23.09,115.45,2025-10-09,9,10,2025,41
2025-10-09,Product_4,Beverage,5,82.0,410.0,2025-10-09,9,10,2025,41
2025-10-09,Product_5,Electronics,0,85.0,0.0,2025-10-09,9,10,2025,41
2025-10-09,Product_6,Beverage,2,33.19,66.38,2025-10-09,9,10,2025,41
2025-10-09,Product_7,Food,3,32.74,98.22,2025-10-09,9,10,2025,41
2025-10-09,Product_8,Electronics,1,78.33,78.33,2025-10-09,9,10,2025,41
2025-10-09,Product_9,Food,1,30.84,30.84,2025-10-09,9,10,2025,41
2025-10-09,Product_10,Clothing,3,38.77,116.31,2025-10-09,9,10,2025,41
2025-10-09,Product_11,Beverage,5,29.75,148.75,2025-10-09,9,10,2025,41
2025-10-09,Product_12,Beverage,3,66.61,199.82999999999998,2025-10-09,9,10,2025,41
2025-10-09,Product_13,Clothing,4,57.9,231.6,2025-10-09,9,10,2025,41
2025-10-09,Product_14,Food,5,86.72,433.6,2025-10-09,9,10,2025,41
2025-10-09,Product_15,Clothing,6,82.97,497.82,2025-10-09,9,10,2025,41
2025-10-09,Product_16,Electronics,5,80.77,403.84999999999997,2025-10-09,9,10,2025,41
2025-10-09,Product_17,Beverage,2,28.4,56.8,2025-10-09,9,10,2025,41
2025-10-09,Product_18,Clothing,6,57.96,347.76,2025-10-09,9,10,2025,41
2025-10-09,Product_19,Food,5,60.22,301.1,2025-10-09,9,10,2025,41
2025-10-09,Product_20,Food,5,81.09,405.45000000000005,2025-10-09,9,10,2025,41
2025-10-10,Product_1,Clothing,8,45.07,360.56,2025-10-10,10,10,2025,41
2025-10-10,Product_2,Clothing,2,54.45,108.9,2025-10-10,10,10,2025,41
2025-10-10,Product_3,Electronics,4,10.38,41.52,2025-10-10,10,10,2025,41
2025-10-10,Product_4,Electronics,6,43.3,259.79999999999995,2025-10-10,10,10,2025,41
2025-10-10,Product_5,Food,4,84.74,338.96,2025-10-10,10,10,2025,41
2025-10-10,Product_6,Beverage,3,84.08,252.24,2025-10-10,10,10,2025,41
2025-10-10,Product_7,Beverage,4,56.88,227.52,2025-10-10,10,10,2025,41
2025-10-10,Product_8,Electronics,2,31.0,62.0,2025-10-10,10,10,2025,41
2025-10-10,Product_9,Beverage,2,5.25,10.5,2025-10-10,10,10,2025,41
2025-10-10,Product_10,Food,2,62.04,124.08,2025-10-10,10,10,2025,41
2025-10-10,Product_11,Clothing,3,13.11,39.33,2025-10-10,10,10,2025,41
2025-10-10,Product_12,Food,2,10.8,21.6,2025-10-10,10,10,2025,41
2025-10-10,Product_13,Clothing,2,28.66,57.32,2025-10-10,10,10,2025,41
2025-10-10,Product_14,Electronics,4,94.68,378.72,2025-10-10,10,10,2025,41
2025-10-10,Product_15,Electronics,5,82.62,413.1,2025-10-10,10,10,2025,41
2025-10-10,Product_16,Clothing,2,42.19,84.38,2025-10-10,10,10,2025,41
2025-10-10,Product_17,Clothing,3,76.25,228.75,2025-10-10,10,10,2025,41
2025-10-10,Product_18,Electronics,8,74.62,596.96,2025-10-10,10,10,2025,41
2025-10-10,Product_19,Food,5,54.51,272.55,2025-10-10,10,10,2025,41
2025-10-10,Product_20,Electronics,3,56.32,168.96,2025-10-10,10,10,2025,41
2025-10-11,Product_1,Beverage,5,97.4,487.0,2025-10-11,11,10,2025,41
2025-10-11,Product_2,Food,2,29.41,58.82,2025-10-11,11,10,2025,41
2025-10-11,Product_3,Clothing,6,44.19,265.14,2025-10-11,11,10,2025,41
2025-10-11,Product_4,Beverage,3,20.29,60.87,2025-10-11,11,10,2025,41
2025-10-11,Product_5,Clothing,0,10.7,0.0,2025-10-11,11,10,2025,41
2025-10-11,Product_6,Electronics,5,54.31,271.55,2025-10-11,11,10,2025,41
2025-10-11,Product_7,Clothing,5,38.48,192.39999999999998,2025-10-11,11,10,2025,41
2025-10-11,Product_8,Food,5,58.85,294.25,2025-10-11,11,10,2025,41
2025-10-11,Product_9,Beverage,5,87.85,439.25,2025-10-11,11,10,2025,41
2025-10-11,Product_10,Clothing,2,53.54,107.08,2025-10-11,11,10,2025,41
2025-10-11,Product_11,Electronics,10,5.42,54.2,2025-10-11,11,10,2025,41
2025-10-11,Product_12,Beverage,2,53.34,106.68,2025-10-11,11,10,2025,41
2025-10-11,Product_13,Beverage,4,46.59,186.36,2025-10-11,11,10,2025,41
2025-10-11,Product_14,Electronics,4,31.04,124.16,2025-10-11,11,10,2025,41
2025-10-11,Product_15,Electronics,0,89.03,0.0,2025-10-11,11,10,2025,41
2025-10-11,Product_16,Food,9,86.98,782.82,2025-10-11,11,10,2025,41
2025-10-11,Product_17,Electronics,5,48.33,241.64999999999998,2025-10-11,11,10,2025,41
2025-10-11,Product_18,Electronics,3,23.63,70.89,2025-10-11,11,10,2025,41
2025-10-11,Product_19,Beverage,0,29.32,0.0,2025-10-11,11,10,2025,41
2025-10-11,Product_20,Clothing,4,15.78,63.12,2025-10-11,11,10,2025,41
2025-10-12,Product_1,Electronics,1,50.14,50.14,2025-10-12,12,10,2025,41
2025-10-12,Product_2,Electronics,2,92.5,185.0,2025-10-12,12,10,2025,41
2025-10-12,Product_3,Food,4,29.25,117.0,2025-10-12,12,10,2025,41
2025-10-12,Product_4,Food,2,6.11,12.22,2025-10-12,12,10,2025,41
2025-10-12,Product_5,Beverage,6,88.11,528.66,2025-10-12,12,10,2025,41
2025-10-12,Product_6,Electronics,2,94.21,188.42,2025-10-12,12,10,2025,41
2025-10-12,Product_7,Electronics,5,82.01,410.05,2025-10-12,12,10,2025,41
2025-10-12,Product_8,Beverage,2,38.94,77.88,2025-10-12,12,10,2025,41
2025-10-12,Product_9,Beverage,6,78.98,473.88,2025-10-12,12,10,2025,41
2025-10-12,Product_10,Clothing,3,14.12,42.36,2025-10-12,12,10,2025,41
2025-10-12,Product_11,Electronics,0,66.19,0.0,2025-10-12,12,10,2025,41
2025-10-12,Product_12,Clothing,1,59.66,59.66,2025-10-12,12,10,2025,41
2025-10-12,Product_13,Beverage,3,97.05,291.15,2025-10-12,12,10,2025,41
2025-10-12,Product_14,Food,3,7.43,22.29,2025-10-12,12,10,2025,41
2025-10-12,Product_15,Clothing,5,37.67,188.35000000000002,2025-10-12,12,10,2025,41
2025-10-12,Product_16,Electronics,4,66.07,264.28,2025-10-12,12,10,2025,41
2025-10-12,Product_17,Electronics,3,77.52,232.56,2025-10-12,12,10,2025,41
2025-10-12,Product_18,Electronics,9,21.99,197.91,2025-10-12,12,10,2025,41
2025-10-12,Product_19,Beverage,5,19.46,97.30000000000001,2025-10-12,12,10,2025,41
2025-10-12,Product_20,Food,5,96.25,481.25,2025-10-12,12,10,2025,41
2025-10-13,Product_1,Electronics,2,12.87,25.74,2025-10-13,13,10,2025,42
2025-10-13,Product_2,Food,3,14.71,44.13,2025-10-13,13,10,2025,42
2025-10-13,Product_3,Beverage,2,81.61,163.22,2025-10-13,13,10,2025,42
2025-10-13,Product_4,Food,1,35.61,35.61,2025-10-13,13,10,2025,42
2025-10-13,Product_5,Electronics,9,40.01,360.09,2025-10-13,13,10,2025,42
2025-10-13,Product_6,Beverage,5,59.0,295.0,2025-10-13,13,10,2025,42
2025-10-13,Product_7,Electronics,5,21.46,107.30000000000001,2025-10-13,13,10,2025,42
2025-10-13,Product_8,Clothing,10,45.28,452.8,2025-10-13,13,10,2025,42
2025-10-13,Product_9,Electronics,8,59.85,478.8,2025-10-13,13,10,2025,42
2025-10-13,Product_10,Beverage,3,48.49,145.47,2025-10-13,13,10,2025,42
2025-10-13,Product_11,Clothing,4,7.17,28.68,2025-10-13,13,10,2025,42
2025-10-13,Product_12,Clothing,2,43.98,87.96,2025-10-13,13,10,2025,42
2025-10-13,Product_13,Beverage,9,10.84,97.56,2025-10-13,13,10,2025,42
2025-10-13,Product_14,Beverage,4,54.33,217.32,2025-10-13,13,10,2025,42
2025-10-13,Product_15,Food,8,6.78,54.24,2025-10-13,13,10,2025,42
2025-10-13,Product_16,Clothing,0,5.35,0.0,2025-10-13,13,10,2025,42
2025-10-13,Product_17,Food,4,45.27,181.08,2025-10-13,13,10,2025,42
2025-10-13,Product_18,Beverage,5,93.75,468.75,2025-10-13,13,10,2025,42
2025-10-13,Product_19,Electronics,4,41.9,167.6,2025-10-13,13,10,2025,42
2025-10-13,Product_20,Clothing,4,41.67,166.68,2025-10-13,13,10,2025,42
2025-10-14,Product_1,Electronics,0,77.31,0.0,2025-10-14,14,10,2025,42
2025-10-14,Product_2,Food,2,59.36,118.72,2025-10-14,14,10,2025,42
2025-10-14,Product_3,Food,1,69.44,69.44,2025-10-14,14,10,2025,42
2025-10-14,Product_4,Food,2,36.07,72.14,2025-10-14,14,10,2025,42
2025-10-14,Product_5,Electronics,5,41.48,207.39999999999998,2025-10-14,14,10,2025,42
2025-10-14,Product_6,Food,6,34.68,208.07999999999998,2025-10-14,14,10,2025,42
2025-10-14,Product_8,Electronics,6,75.37,452.22,2025-10-14,14,10,2025,42
2025-10-14,Product_9,Electronics,4,10.4,41.6,2025-10-14,14,10,2025,42
2025-10-14,Product_10,Electronics,0,81.99,0.0,2025-10-14,14,10,2025,42
2025-10-14,Product_11,Food,2,51.38,102.76,2025-10-14,14,10,2025,42
2025-10-14,Product_13,Beverage,2,50.93,101.86,2025-10-14,14,10,2025,42
2025-10-14,Product_14,Clothing,3,57.39,172.17000000000002,2025-10-14,14,10,2025,42
2025-10-14,Product_15,Clothing,3,95.42,286.26,2025-10-14,14,10,2025,42
2025-10-14,Product_16,Electronics,5,29.86,149.3,2025-10-14,14,10,2025,42
2025-10-14,Product_17,Beverage,6,85.82,514.92,2025-10-14,14,10,2025,42
2025-10-14,Product_18,Beverage,4,99.42,397.68,2025-10-14,14,10,2025,42
2025-10-14,Product_19,Beverage,1,68.87,68.87,2025-10-14,14,10,2025,42
2025-10-14,Product_20,Clothing,1,95.68,95.68,2025-10-14,14,10,2025,42
2025-10-15,Product_1,Food,1,32.82,32.82,2025-10-15,15,10,2025,42
2025-10-15,Product_2,Food,5,10.15,50.75,2025-10-15,15,10,2025,42
2025-10-15,Product_3,Clothing,3,62.64,187.92000000000002,2025-10-15,15,10,2025,42
2025-10-15,Product_4,Food,2,62.71,125.42,2025-10-15,15,10,2025,42
2025-10-15,Product_5,Beverage,6,48.23,289.38,2025-10-15,15,10,2025,42
2025-10-15,Product_6,Beverage,4,78.92,315.68,2025-10-15,15,10,2025,42
2025-10-15,Product_7,Food,2,74.79,149.58,2025-10-15,15,10,2025,42
2025-10-15,Product_8,Electronics,10,88.85,888.5,2025-10-15,15,10,2025,42
2025-10-15,Product_9,Beverage,6,9.89,59.34,2025-10-15,15,10,2025,42
2025-10-15,Product_10,Food,4,45.83,183.32,2025-10-15,15,10,2025,42
2025-10-15,Product_11,Electronics,4,46.0,184.0,2025-10-15,15,10,2025,42
2025-10-15,Product_13,Clothing,1,36.59,36.59,2025-10-15,15,10,2025,42
2025-10-15,Product_14,Food,4,98.47,393.88,2025-10-15,15,10,2025,42
2025-10-15,Product_15,Electronics,2,26.06,52.12,2025-10-15,15,10,2025,42
2025-10-15,Product_16,Clothing,3,18.6,55.800000000000004,2025-10-15,15,10,2025,42
2025-10-15,Product_17,Clothing,1,90.16,90.16,2025-10-15,15,10,2025,42
2025-10-15,Product_18,Food,0,38.27,0.0,2025-10-15,15,10,2025,42
2025-10-15,Product_19,Electronics,0,49.8,0.0,2025-10-15,15,10,2025,42
2025-10-15,Product_20,Beverage,3,60.06,180.18,2025-10-15,15,10,2025,42
2025-10-16,Product_1,Clothing,7,42.37,296.59,2025-10-16,16,10,2025,42
2025-10-16,Product_2,Clothing,1,62.19,62.19,2025-10-16,16,10,2025,42
2025-10-16,Product_3,Beverage,3,71.24,213.71999999999997,2025-10-16,16,10,2025,42
2025-10-16,Product_4,Electronics,4,8.94,35.76,2025-10-16,16,10,2025,42
2025-10-16,Product_6,Clothing,5,54.01,270.05,2025-10-16,16,10,2025,42
2025-10-16,Product_7,Food,6,59.45,356.70000000000005,2025-10-16,16,10,2025,42
2025-10-16,Product_8,Electronics,5,23.79,118.94999999999999,2025-10-16,16,10,2025,42
2025-10-16,Product_9,Electronics,10,65.13,651.3,2025-10-16,16,10,2025,42
2025-10-16,Product_10,Beverage,8,66.87,534.96,2025-10-16,16,10,2025,42
2025-10-16,Product_11,Food,3,99.22,297.65999999999997,2025-10-16,16,10,2025,42
