sale_date,product_name,category,quantity,price
2025-09-30,Product_16,Electronics,2,29.59
2025-09-30,Product_17,Clothing,0,47.26
2025-09-30,Product_18,Beverage,2,5.14
2025-09-30,Product_19,Beverage,3,32.51
2025-09-30,Product_20,Food,-3,93.78
2025-10-01,Product_1,Electronics,4,28.73
2025-10-01,Product_2,Beverage,3,9.28
2025-10-01,Product_3,Electronics,6,68.0
2025-10-01,Product_4,Electronics,5,83.33
2025-10-01,Product_5,Clothing,3,74.75
2025-10-01,Product_6,Clothing,3,22.67
2025-10-01,Product_7,Clothing,1,61.25
2025-10-01,Product_8,Clothing,-2,53.68
2025-10-01,Product_9,Electronics,-2,34.31
2025-10-01,Product_10,Beverage,7,30.38
2025-10-01,Product_11,Food,2,45.32
2025-10-01,Product_12,Food,1,42.79
2025-10-01,Product_13,Clothing,2,87.12
2025-10-01,Product_14,Electronics,7,29.06
2025-10-01,Product_15,Beverage,5,78.81
2025-10-01,Product_16,Food,1,33.06
2025-10-01,Product_17,Food,2,30.34
2025-10-01,Product_18,Beverage,4,15.47
2025-10-01,Product_19,Beverage,2,68.27
2025-10-01,Product_20,Clothing,4,10.74
2025-10-02,Product_1,Beverage,5,52.92
2025-10-02,Product_2,Food,1,91.34
2025-10-02,Product_3,Clothing,1,45.86
2025-10-02,Product_4,Beverage,5,40.69
2025-10-02,Product_5,Beverage,5,79.82
2025-10-02,Product_6,Food,6,8.98
2025-10-02,Product_7,Clothing,2,53.32
2025-10-02,Product_8,Beverage,3,19.93
2025-10-02,Product_9,Beverage,10,36.28
2025-10-02,Product_10,Beverage,4,35.06
2025-10-02,Product_11,Clothing,-3,65.87
2025-10-02,Product_12,Beverage,3,34.36
2025-10-02,Product_13,Food,2,45.73
2025-10-02,Product_14,Electronics,3,93.38
2025-10-02,Product_15,Beverage,2,16.8
2025-10-02,Product_16,Beverage,5,47.86
2025-10-02,Product_17,Electronics,1,84.75
2025-10-02,Product_18,Food,5,76.51
2025-10-02,Product_19,Clothing,5,58.41
2025-10-02,Product_20,Electronics,5,38.51
2025-10-03,Product_1,Food,2,59.57
2025-10-03,Product_2,Electronics,4,60.62
2025-10-03,Product_3,Electronics,3,42.72
2025-10-03,Product_4,Food,8,84.12
2025-10-03,Product_5,Electronics,4,27.72
2025-10-03,Product_6,Clothing,3,42.48
2025-10-03,Product_7,Food,5,93.08
2025-10-03,Product_8,Food,5,85.76
2025-10-03,Product_9,Electronics,2,83.17
2025-10-03,Product_10,Electronics,5,41.26
2025-10-03,Product_11,Electronics,4,51.7
2025-10-03,Product_12,Food,4,84.45
2025-10-03,Product_13,Food,0,86.99
2025-10-03,Product_14,Beverage,4,63.88
2025-10-03,Product_15,Food,10,14.94
2025-10-03,Product_16,Electronics,1,16.95
2025-10-03,Product_17,Food,6,61.18
2025-10-03,Product_18,Beverage,9,45.61
2025-10-03,Product_19,Beverage,4,45.03
2025-10-03,Product_20,Electronics,4,68.45
2025-10-04,Product_1,Food,9,6.36
2025-10-04,Product_2,Beverage,0,15.33
2025-10-04,Product_3,Electronics,5,30.72
2025-10-04,Product_4,Beverage,4,89.48
2025-10-04,Product_5,Food,8,96.17
2025-10-04,Product_6,Beverage,2,64.4
2025-10-04,Product_7,Clothing,6,41.04
2025-10-04,Product_8,Beverage,10,35.05
2025-10-04,Product_9,Food,0,38.96
2025-10-04,Product_10,Food,4,10.15
2025-10-04,Product_11,Beverage,2,78.92
2025-10-04,Product_12,Food,3,99.16
2025-10-04,Product_13,Beverage,3,80.73
2025-10-04,Product_14,Beverage,6,20.6
2025-10-04,Product_15,Electronics,5,95.33
2025-10-04,Product_16,Clothing,3,38.68
2025-10-04,Product_17,Food,7,9.39
2025-10-04,Product_18,Electronics,-3,61.28
2025-10-04,Product_19,Food,2,72.45
2025-10-04,Product_20,Electronics,9,97.53
2025-10-05,Product_1,Food,4,69.05
2025-10-05,Product_2,Beverage,4,16.81
2025-10-05,Product_3,Food,2,13.53
2025-10-05,Product_4,Clothing,3,67.22
2025-10-05,Product_5,Food,3,83.37
2025-10-05,Product_6,Electronics,1,94.21
2025-10-05,Product_7,Beverage,3,17.54
2025-10-05,Product_8,Electronics,3,73.69
2025-10-05,Product_9,Clothing,2,5.8
2025-10-05,Product_10,Food,0,30.06
2025-10-05,Product_11,Clothing,3,75.73
2025-10-05,Product_12,Beverage,4,59.95
2025-10-05,Product_13,Clothing,2,22.76
2025-10-05,Product_14,Clothing,3,59.63
2025-10-05,Product_15,Electronics,9,84.74
2025-10-05,Product_16,Beverage,3,9.2
2025-10-05,Product_17,Electronics,3,19.89
2025-10-05,Product_18,Clothing,2,96.86
2025-10-05,Product_19,Food,6,56.66
2025-10-05,Product_20,Food,6,40.34
2025-10-06,Product_1,Clothing,4,65.3
2025-10-06,Product_2,Electronics,2,46.61
2025-10-06,Product_3,Clothing,3,94.03
2025-10-06,Product_4,Electronics,3,88.86
2025-10-06,Product_5,Electronics,2,81.99
2025-10-06,Product_6,Electronics,1,58.02
2025-10-06,Product_7,Clothing,4,58.85
2025-10-06,Product_8,Food,10,22.83
2025-10-06,Product_9,Electronics,0,60.91
2025-10-06,Product_10,Beverage,5,93.03
2025-10-06,Product_11,Food,3,84.76
2025-10-06,Product_12,Clothing,3,26.57
2025-10-06,Product_13,Beverage,2,62.48
2025-10-06,Product_14,Food,3,95.29
2025-10-06,Product_15,Clothing,3,47.33
2025-10-06,Product_16,Clothing,2,76.64
2025-10-06,Product_17,Beverage,2,50.56
2025-10-06,Product_18,Beverage,9,33.72
2025-10-06,Product_19,Electronics,4,44.51
2025-10-06,Product_20,Clothing,4,96.23
2025-10-07,Product_1,Food,4,43.22
2025-10-07,Product_2,Clothing,3,5.31
2025-10-07,Product_3,Clothing,4,96.27
2025-10-07,Product_4,Beverage,5,50.24
2025-10-07,Product_5,Electronics,2,23.15
2025-10-07,Product_6,Food,3,72.25
2025-10-07,Product_7,Beverage,2,32.45
2025-10-07,Product_8,Clothing,3,63.86
2025-10-07,Product_9,Beverage,4,49.7
2025-10-07,Product_10,Beverage,5,72.21
2025-10-07,Product_11,Food,2,49.39
2025-10-07,Product_12,Clothing,2,19.41
2025-10-07,Product_13,Clothing,6,72.72
2025-10-07,Product_14,Beverage,1,30.75
2025-10-07,Product_15,Clothing,3,28.22
2025-10-07,Product_16,Electronics,6,41.12
2025-10-07,Product_17,Beverage,1,15.39
2025-10-07,Product_18,Electronics,3,99.57
2025-10-07,Product_19,Clothing,1,23.77
2025-10-07,Product_20,Electronics,2,31.18
2025-10-08,Product_1,Food,10,29.09
2025-10-08,Product_2,Food,0,54.11
2025-10-08,Product_3,Electronics,4,98.46
2025-10-08,Product_4,Beverage,10,44.59
2025-10-08,Product_5,Electronics,4,45.28
2025-10-08,Product_6,Electronics,3,92.7
2025-10-08,Product_7,Electronics,2,17.74
2025-10-08,Product_8,Beverage,3,93.48
2025-10-08,Product_9,Electronics,7,84.76
2025-10-08,Product_10,Clothing,5,21.89
2025-10-08,Product_11,Electronics,9,95.0
2025-10-08,Product_12,Electronics,3,36.71
2025-10-08,Product_13,Beverage,9,69.08
2025-10-08,Product_14,Food,3,96.64
2025-10-08,Product_15,Food,-6,7.56
2025-10-08,Product_16,Food,2,27.37
2025-10-08,Product_17,Electronics,3,23.05
2025-10-08,Product_18,Clothing,1,82.98
2025-10-08,Product_19,Food,1,31.92
2025-10-08,Product_20,Electronics,6,80.1
2025-10-09,Product_1,Beverage,3,58.09
2025-10-09,Product_2,Electronics,8,89.05
2025-10-09,Product_3,Beverage,6,63.77
2025-10-09,Product_4,Food,5,64.11
2025-10-09,Product_5,Electronics,2,74.26
2025-10-09,Product_6,Electronics,5,58.78
2025-10-09,Product_7,Food,5,32.9
2025-10-09,Product_8,Clothing,9,50.36
2025-10-09,Product_9,Electronics,3,38.83
2025-10-09,Product_10,Food,1,41.73
2025-10-09,Product_11,Beverage,6,30.92
2025-10-09,Product_12,Clothing,1,66.92
2025-10-09,Product_13,Clothing,0,72.9
2025-10-09,Product_14,Food,5,68.67
2025-10-09,Product_15,Clothing,0,47.89
2025-10-09,Product_16,Beverage,6,92.73
2025-10-09,Product_17,Beverage,4,61.94
2025-10-09,Product_18,Clothing,3,24.35
2025-10-09,Product_19,Clothing,3,20.26
2025-10-09,Product_20,Electronics,1,25.47
2025-10-10,Product_1,Beverage,10,58.81
2025-10-10,Product_2,Electronics,3,53.91
2025-10-10,Product_3,Clothing,1,81.11
2025-10-10,Product_4,Beverage,5,69.28
2025-10-10,Product_5,Electronics,5,88.94
2025-10-10,Product_6,Clothing,5,45.92
2025-10-10,Product_7,Food,1,48.96
2025-10-10,Product_8,Clothing,5,20.47
2025-10-10,Product_9,Beverage,2,76.13
2025-10-10,Product_10,Electronics,5,12.22
2025-10-10,Product_11,Beverage,6,21.16
2025-10-10,Product_12,Food,2,13.66
2025-10-10,Product_13,Food,3,53.19
2025-10-10,Product_14,Electronics,3,68.55
2025-10-10,Product_15,Clothing,8,82.85
2025-10-10,Product_16,Food,10,98.49
2025-10-10,Product_17,Electronics,10,23.98
2025-10-10,Product_18,Electronics,4,21.84
2025-10-10,Product_19,Beverage,3,35.23
2025-10-10,Product_20,Food,1,85.09
2025-10-11,Product_1,Beverage,1,5.62
2025-10-11,Product_2,Food,3,17.11
2025-10-11,Product_3,Electronics,2,56.78
2025-10-11,Product_4,Electronics,5,70.51
2025-10-11,Product_5,Beverage,4,82.82
2025-10-11,Product_6,Electronics,1,38.26
2025-10-11,Product_7,Clothing,2,16.75
2025-10-11,Product_8,Clothing,6,60.67
2025-10-11,Product_9,Beverage,2,56.84
2025-10-11,Product_10,Electronics,3,40.87
2025-10-11,Product_11,Clothing,8,64.55
2025-10-11,Product_12,Food,6,64.91
2025-10-11,Product_13,Electronics,3,77.81
2025-10-11,Product_14,Clothing,2,19.63
2025-10-11,Product_15,Electronics,6,52.63
2025-10-11,Product_16,Food,0,77.0
2025-10-11,Product_17,Food,6,72.58
2025-10-11,Product_18,Beverage,4,61.18
2025-10-11,Product_19,Clothing,7,79.17
2025-10-11,Product_20,Food,5,41.02
2025-10-12,Product_1,Food,4,76.86
2025-10-12,Product_2,Electronics,1,28.75
2025-10-12,Product_3,Electronics,6,36.32
2025-10-12,Product_4,Electronics,2,13.68
2025-10-12,Product_5,Beverage,1,14.21
2025-10-12,Product_6,Electronics,7,6.05
2025-10-12,Product_7,Beverage,6,32.78
2025-10-12,Product_8,Electronics,2,12.72
2025-10-12,Product_9,Beverage,9,50.27
2025-10-12,Product_10,Clothing,5,80.13
2025-10-12,Product_11,Clothing,5,28.29
2025-10-12,Product_12,Clothing,4,48.4
2025-10-12,Product_13,Food,5,51.61
2025-10-12,Product_14,Food,6,34.73
2025-10-12,Product_15,Food,3,78.4
2025-10-12,Product_16,Food,4,11.84
2025-10-12,Product_17,Food,10,66.18
2025-10-12,Product_18,Food,5,87.68
2025-10-12,Product_19,Food,0,77.41
2025-10-12,Product_20,Food,6,58.16
2025-10-13,Product_1,Clothing,7,87.95
2025-10-13,Product_2,Clothing,4,13.55
2025-10-13,Product_3,Beverage,3,33.67
2025-10-13,Product_4,Beverage,4,71.44
2025-10-13,Product_5,Food,10,10.67
2025-10-13,Product_6,Beverage,10,24.33
2025-10-13,Product_7,Beverage,1,98.49
2025-10-13,Product_8,Beverage,3,60.12
2025-10-13,Product_9,Clothing,4,66.46
2025-10-13,Product_10,Beverage,8,24.18
2025-10-13,Product_11,Clothing,4,48.33
2025-10-13,Product_12,Beverage,4,55.64
2025-10-13,Product_13,Beverage,2,77.23
2025-10-13,Product_14,Beverage,8,51.67
2025-10-13,Product_15,Food,5,81.19
2025-10-13,Product_16,Beverage,2,9.23
2025-10-13,Product_17,Beverage,4,86.29
2025-10-13,Product_18,Food,4,50.95
2025-10-13,Product_19,Clothing,10,84.37
2025-10-13,Product_20,Clothing,4,33.77
2025-10-14,Product_1,Electronics,3,32.35
2025-10-14,Product_2,Electronics,3,39.03
2025-10-14,Product_3,Food,2,23.86
2025-10-14,Product_4,Electronics,10,16.8
2025-10-14,Product_5,Clothing,10,8.83
2025-10-14,Product_6,Clothing,3,84.52
2025-10-14,Product_7,Beverage,3,86.34
2025-10-14,Product_8,Electronics,5,67.9
2025-10-14,Product_9,Clothing,0,98.42
2025-10-14,Product_10,Beverage,5,17.64
2025-10-14,Product_11,Electronics,3,28.82
2025-10-14,Product_12,Electronics,5,33.82
2025-10-14,Product_13,Clothing,7,20.92
2025-10-14,Product_14,Beverage,5,90.86
2025-10-14,Product_15,Electronics,9,53.93
2025-10-14,Product_16,Beverage,3,5.38
2025-10-14,Product_17,Electronics,7,83.81
2025-10-14,Product_18,Food,9,55.62
2025-10-14,Product_19,Electronics,4,54.44
2025-10-14,Product_20,Beverage,3,93.72
2025-10-15,Product_1,Electronics,3,25.72
2025-10-15,Product_2,Clothing,6,61.23
2025-10-15,Product_3,Electronics,1,85.51
2025-10-15,Product_4,Clothing,1,44.9
2025-10-15,Product_5,Clothing,1,5.45
2025-10-15,Product_6,Beverage,3,71.05
2025-10-15,Product_7,Clothing,9,62.21
2025-10-15,Product_8,Clothing,2,71.21
2025-10-15,Product_9,Clothing,3,17.4
2025-10-15,Product_10,Food,4,95.08
2025-10-15,Product_11,Electronics,5,38.78
2025-10-15,Product_12,Clothing,3,30.69
2025-10-15,Product_13,Beverage,4,15.7
2025-10-15,Product_14,Clothing,5,78.01
2025-10-15,Product_15,Clothing,1,38.21
2025-10-15,Product_16,Food,3,72.5
2025-10-15,Product_17,Clothing,10,9.43
2025-10-15,Product_18,Beverage,9,50.59
2025-10-15,Product_19,Clothing,3,28.64
2025-10-15,Product_20,Electronics,0,45.63
2025-10-16,Product_1,Clothing,6,82.53
2025-10-16,Product_2,Beverage,3,76.98
2025-10-16,Product_3,Food,3,85.19
2025-10-16,Product_4,Food,6,35.72
2025-10-16,Product_5,Food,0,67.58
2025-10-16,Product_6,Food,1,81.15
2025-10-16,Product_7,Beverage,8,32.0
2025-10-16,Product_8,Food,2,15.0
2025-10-16,Product_9,Food,6,53.67
2025-10-16,Product_10,Clothing,0,62.1
2025-10-16,Product_11,Electronics,7,20.97
2025-10-16,Product_12,Electronics,5,74.48
2025-10-16,Product_13,Food,3,40.15
2025-10-16,Product_14,Electronics,2,5.82
2025-10-16,Product_15,Beverage,1,5.87
2025-10-16,Product_16,Electronics,6,24.94
2025-10-16,Product_17,Electronics,4,73.71
2025-10-16,Product_18,Food,2,16.31
2025-10-16,Product_19,Beverage,0,57.03
2025-10-16,Product_20,Electronics,10,36.9
2025-10-17,Product_1,Clothing,4,8.05
2025-10-17,Product_2,Clothing,4,8.66
2025-10-17,Product_3,Beverage,5,71.7
2025-10-17,Product_4,Food,5,57.86
2025-10-17,Product_5,Clothing,8,67.79
2025-10-17,Product_6,Food,2,47.07
2025-10-17,Product_7,Food,5,69.83
2025-10-17,Product_8,Clothing,4,36.51
2025-10-17,Product_9,Food,2,8.55
2025-10-17,Product_10,Electronics,3,12.06
2025-10-17,Product_11,Electronics,4,75.75
2025-10-17,Product_12,Food,2,83.26
2025-10-17,Product_13,Clothing,6,81.89
2025-10-17,Product_14,Beverage,9,26.9
2025-10-17,Product_15,Food,4,8.33
2025-10-17,Product_16,Food,1,96.17
2025-10-17,Product_17,Beverage,3,60.53
2025-10-17,Product_18,Beverage,10,75.76
2025-10-17,Product_19,Electronics,2,57.6
2025-10-17,Product_20,Clothing,2,95.29
2025-10-18,Product_1,Beverage,3,73.75
2025-10-18,Product_2,Electronics,3,41.09
2025-10-18,Product_3,Electronics,5,82.21
2025-10-18,Product_4,Food,5,97.54
2025-10-18,Product_5,Beverage,2,7.57
2025-10-18,Product_6,Clothing,9,22.85
2025-10-18,Product_7,Food,6,17.32
2025-10-18,Product_8,Food,-6,67.76
2025-10-18,Product_9,Clothing,3,83.41
2025-10-18,Product_10,Clothing,1,53.39
2025-10-18,Product_11,Electronics,10,25.25
2025-10-18,Product_12,Beverage,8,66.13
2025-10-18,Product_13,Beverage,8,85.17
2025-10-18,Product_14,Food,8,39.91
2025-10-18,Product_15,Beverage,10,89.28
2025-10-18,Product_16,Electronics,4,17.55
2025-10-18,Product_17,Clothing,2,66.57
2025-10-18,Product_18,Electronics,8,8.73
2025-10-18,Product_19,Clothing,4,32.87
2025-10-18,Product_20,Food,-5,8.85
2025-10-19,Product_1,Clothing,6,92.25
2025-10-19,Product_2,Electronics,3,44.69
2025-10-19,Product_3,Electronics,0,20.2
2025-10-19,Product_4,Beverage,4,93.59
2025-10-19,Product_5,Food,5,27.29
2025-10-19,Product_6,Food,3,73.33
2025-10-19,Product_7,Food,6,16.64
2025-10-19,Product_8,Beverage,6,88.58
2025-10-19,Product_9,Food,2,17.32
2025-10-19,Product_10,Clothing,4,39.43
2025-10-19,Product_11,Beverage,5,99.81
2025-10-19,Product_12,Food,1,37.56
2025-10-19,Product_13,Beverage,4,68.57
2025-10-19,Product_14,Electronics,2,94.36
2025-10-19,Product_15,Clothing,9,91.38
2025-10-19,Product_16,Beverage,3,85.51
2025-10-19,Product_17,Clothing,4,16.66
2025-10-19,Product_18,Beverage,7,77.85
2025-10-19,Product_19,Food,3,34.16
2025-10-19,Product_20,Beverage,4,38.37
2025-10-20,Product_1,Food,4,12.7
2025-10-20,Product_2,Clothing,2,63.96
2025-10-20,Product_3,Electronics,9,55.79
2025-10-20,Product_4,Clothing,4,61.22
2025-10-20,Product_5,Beverage,6,34.37
2025-10-20,Product_6,Food,3,38.05
2025-10-20,Product_7,Food,6,49.41
2025-10-20,Product_8,Clothing,3,61.25
2025-10-20,Product_9,Electronics,7,59.6
2025-10-20,Product_10,Clothing,0,24.78
2025-10-20,Product_11,Food,4,96.79
2025-10-20,Product_12,Clothing,2,71.35
2025-10-20,Product_13,Electronics,4,24.67
2025-10-20,Product_14,Beverage,8,99.63
2025-10-20,Product_15,Electronics,6,70.26
2025-10-20,Product_16,Beverage,4,94.06
2025-10-20,Product_17,Electronics,6,75.19
2025-10-20,Product_18,Food,-5,29.59
2025-10-20,Product_19,Beverage,6,98.82
2025-10-20,Product_20,Electronics,6,60.47
2025-10-21,Product_1,Food,4,71.85
2025-10-21,Product_2,Beverage,4,20.09
2025-10-21,Product_3,Clothing,1,18.65
2025-10-21,Product_4,Beverage,3,41.79
2025-10-21,Product_5,Electronics,5,27.32
2025-10-21,Product_6,Clothing,3,52.0
2025-10-21,Product_7,Clothing,10,92.75
2025-10-21,Product_8,Electronics,6,81.22
2025-10-21,Product_9,Beverage,5,42.19
2025-10-21,Product_10,Electronics,5,90.48
2025-10-21,Product_11,Beverage,4,51.4
2025-10-21,Product_12,Electronics,4,98.62
2025-10-21,Product_13,Food,4,44.02
2025-10-21,Product_14,Beverage,7,73.89
2025-10-21,Product_15,Food,3,16.16
2025-10-21,Product_16,Food,0,29.73
2025-10-21,Product_17,Electronics,3,8.1
2025-10-21,Product_18,Beverage,3,17.19
2025-10-21,Product_19,Food,9,37.25
2025-10-21,Product_20,Clothing,2,12.2
2025-10-22,Product_1,Electronics,4,40.51
2025-10-22,Product_2,Food,2,96.9
2025-10-22,Product_3,Beverage,8,52.12
2025-10-22,Product_4,Food,3,54.2
2025-10-22,Product_5,Electronics,1,72.53
2025-10-22,Product_6,Electronics,9,91.72
2025-10-22,Product_7,Food,1,25.61
2025-10-22,Product_8,Food,5,27.15
2025-10-22,Product_9,Food,0,69.82
2025-10-22,Product_10,Electronics,9,77.13
2025-10-22,Product_11,Food,4,41.16
2025-10-22,Product_12,Beverage,3,80.66
2025-10-22,Product_13,Electronics,5,11.69
2025-10-22,Product_14,Electronics,4,16.36
2025-10-22,Product_15,Food,4,12.55
2025-10-22,Product_16,Food,7,21.24
2025-10-22,Product_17,Beverage,7,17.89
2025-10-22,Product_18,Electronics,5,98.17
2025-10-22,Product_19,Clothing,6,11.09
2025-10-22,Product_20,Electronics,10,53.58
2025-10-23,Product_1,Clothing,1,47.36
2025-10-23,Product_2,Beverage,2,27.13
2025-10-23,Product_3,Food,4,24.14
2025-10-23,Product_4,Food,3,60.34
2025-10-23,Product_5,Food,2,58.29
2025-10-23,Product_6,Beverage,3,72.16
2025-10-23,Product_7,Clothing,4,48.08
2025-10-23,Product_8,Clothing,1,63.72
2025-10-23,Product_9,Beverage,5,5.14
2025-10-23,Product_10,Electronics,9,63.38
2025-10-23,Product_11,Food,3,97.47
2025-10-23,Product_12,Electronics,4,73.05
2025-10-23,Product_13,Clothing,8,55.9
2025-10-23,Product_14,Beverage,2,64.4
2025-10-23,Product_15,Clothing,2,88.83
2025-10-23,Product_16,Electronics,3,41.82
2025-10-23,Product_17,Beverage,5,75.42
2025-10-23,Product_18,Food,3,15.8
2025-10-23,Product_19,Electronics,4,55.24
2025-10-23,Product_20,Clothing,5,78.21
2025-10-24,Product_1,Clothing,2,65.23
2025-10-24,Product_2,Electronics,3,30.05
2025-10-24,Product_3,Food,4,14.82
2025-10-24,Product_4,Beverage,5,5.51
2025-10-24,Product_5,Electronics,5,41.84
2025-10-24,Product_6,Food,10,13.36
2025-10-24,Product_7,Beverage,5,62.29
2025-10-24,Product_8,Clothing,4,87.77
2025-10-24,Product_9,Beverage,6,99.71
2025-10-24,Product_10,Clothing,3,29.89
2025-10-24,Product_11,Electronics,1,76.55
2025-10-24,Product_12,Electronics,8,31.62
2025-10-24,Product_13,Food,3,33.46
2025-10-24,Product_14,Electronics,5,39.58
2025-10-24,Product_15,Food,7,46.01
2025-10-24,Product_16,Beverage,10,56.58
2025-10-24,Product_17,Beverage,7,87.08
2025-10-24,Product_18,Beverage,10,32.04
2025-10-24,Product_19,Food,6,96.57
2025-10-24,Product_20,Electronics,0,6.51
2025-10-25,Product_1,Beverage,3,96.52
2025-10-25,Product_2,Beverage,-2,23.28
2025-10-25,Product_3,Food,5,51.37
2025-10-25,Product_4,Electronics,4,53.56
2025-10-25,Product_5,Beverage,6,71.41
2025-10-25,Product_6,Clothing,3,41.18
2025-10-25,Product_7,Food,6,9.38
2025-10-25,Product_8,Beverage,1,94.82
2025-10-25,Product_9,Clothing,3,23.99
2025-10-25,Product_10,Food,4,27.18
2025-10-25,Product_11,Beverage,3,23.88
2025-10-25,Product_12,Beverage,2,80.81
2025-10-25,Product_13,Clothing,10,62.02
2025-10-25,Product_14,Clothing,1,22.7
2025-10-25,Product_15,Electronics,1,30.98
2025-10-25,Product_16,Electronics,8,61.17
2025-10-25,Product_17,Food,4,90.13
2025-10-25,Product_18,Beverage,6,10.85
2025-10-25,Product_19,Clothing,1,16.16
2025-10-25,Product_20,Beverage,2,56.9
2025-10-26,Product_1,Clothing,5,87.28
2025-10-26,Product_2,Electronics,2,88.9
2025-10-26,Product_3,Clothing,3,68.66
2025-10-26,Product_4,Food,5,52.83
2025-10-26,Product_5,Beverage,10,36.24
2025-10-26,Product_6,Food,7,53.32
2025-10-26,Product_7,Food,8,90.49
2025-10-26,Product_8,Electronics,4,25.12
2025-10-26,Product_9,Beverage,6,70.66
2025-10-26,Product_10,Electronics,2,57.07
2025-10-26,Product_11,Electronics,6,29.34
2025-10-26,Product_12,Food,4,16.31
2025-10-26,Product_13,Clothing,3,53.5
2025-10-26,Product_14,Beverage,2,80.44
2025-10-26,Product_15,Food,0,45.22
2025-10-26,Product_16,Clothing,3,10.45
2025-10-26,Product_17,Clothing,4,97.16
2025-10-26,Product_18,Electronics,8,13.88
2025-10-26,Product_19,Clothing,3,83.07
2025-10-26,Product_20,Food,5,16.51
2025-10-27,Product_1,Beverage,10,60.85
2025-10-27,Product_2,Beverage,1,33.19
2025-10-27,Product_3,Food,3,22.86
2025-10-27,Product_4,Food,5,9.25
2025-10-27,Product_5,Electronics,7,77.05
2025-10-27,Product_6,Food,5,93.15
2025-10-27,Product_7,Electronics,4,11.72
2025-10-27,Product_8,Electronics,5,75.74
2025-10-27,Product_9,Electronics,0,51.28
2025-10-27,Product_10,Clothing,4,73.46
2025-10-27,Product_11,Electronics,0,91.81
2025-10-27,Product_12,Electronics,3,10.61
2025-10-27,Product_13,Electronics,4,12.21
2025-10-27,Product_14,Beverage,2,64.25
2025-10-27,Product_15,Food,3,95.57
2025-10-27,Product_16,Electronics,2,18.72
2025-10-27,Product_17,Beverage,3,81.5
2025-10-27,Product_18,Electronics,5,51.02
2025-10-27,Product_19,Clothing,5,45.37
2025-10-27,Product_20,Food,0,19.44
